district,rooms,size,level,max_levels,price,street
Яккасарайский,1,39.0,2,5,26700.0, Кушбеги
Мирзо-Улугбекский,3,80.0,3,4,115000.0, Шахрисабз
Юнусабадский,3,92.0,3,4,95000.0, Кашкар
Мирзо-Улугбекский,3,83.0,5,8,90000.0, Кары-Ниязи
Яккасарайский,2,64.0,1,5,42000.0, Кушбеги
Чиланзарский,2,60.0,4,5,37000.0, Чиланзар-8
Чиланзарский,2,50.0,3,4,30500.0, Чиланзар
Чиланзарский,2,60.0,2,5,39500.0, Чиланзар-7
Чиланзарский,2,60.0,3,4,36000.0, Чиланзар
Чиланзарский,2,50.0,1,5,35500.0, Чиланзар-6
Чиланзарский,1,42.0,4,5,25500.0, Чиланзар
Чиланзарский,1,35.0,2,5,29000.0, Чиланзар-6
Чиланзарский,1,36.0,4,4,23000.0, Чиланзар
Чиланзарский,1,42.0,2,4,28500.0, Чиланзар-9
Шайхантахурский,2,60.0,2,4,35000.0, Sebzor Toshkent milliy taomlari
Учтепинский,3,65.0,3,5,33000.0, Uchtepa 25
Чиланзарский,4,100.0,3,4,56000.0, Чиланзар 19-й квартал
Мирабадский,3,76.0,1,4,110000.0, Госпитальный
Чиланзарский,3,67.0,4,4,46000.0, Катта козиробод
Яшнободский,3,70.0,2,4,42000.0, Мошинасозлар- Ташсельмаш
Мирабадский,4,135.0,2,4,167000.0, 1-й Нукусский проезд
Чиланзарский,4,84.0,3,4,62000.0, Наккошлык
Учтепинский,3,79.0,3,4,50000.0, Чиланзар 31-й квартал
Учтепинский,2,40.0,1,4,33000.0, Чиланзар 31-й квартал
Юнусабадский,3,80.0,1,4,125000.0, Буюк Турон
Чиланзарский,3,60.0,5,5,39000.0, Чиланзар квартал Ц
Учтепинский,3,80.0,5,5,40000.0, Чиланзар 25-й квартал
Чиланзарский,2,50.0,3,5,36000.0, Аль-Хорезми-1
Чиланзарский,2,50.0,4,4,38000.0, Аль-Хорезми-2
Чиланзарский,3,68.0,4,5,43500.0, Катта козиробод
Яшнободский,3,70.0,2,5,48000.0, Султанали Машхади
Учтепинский,1,32.0,4,4,24700.0, Чиланзар 15-й квартал
Учтепинский,3,75.0,1,9,60700.0, Чиланзар 12-й квартал
Чиланзарский,3,72.0,8,9,47500.0, Чиланзар 7-й квартал
Чиланзарский,3,78.0,1,5,68000.0, Чиланзар 5-й квартал
Чиланзарский,2,42.0,2,4,38500.0, Чиланзар 2-й квартал
Учтепинский,3,70.0,5,5,44000.0, Чиланзар 25-й квартал
Чиланзарский,3,70.0,4,4,40000.0, Гулистан
Чиланзарский,5,110.0,3,5,78000.0, Гулистан
Чиланзарский,4,146.0,3,9,67000.0, проспект Бунёдкор
Чиланзарский,2,49.0,1,3,58500.0, Чиланзар 2-й квартал
Учтепинский,4,111.0,7,9,67000.0, Чиланзар 24-й квартал
Учтепинский,4,84.0,5,5,57000.0, Чиланзар 23-й квартал
Учтепинский,4,84.0,3,5,53500.0, Чиланзар 23-й квартал
Сергелийский,3,58.0,5,7,42000.0, Сергели-VII
Чиланзарский,3,68.0,4,4,45000.0, Чиланзар 2-й квартал
Учтепинский,1,42.0,1,4,25990.0, Чиланзар 23-й квартал
Чиланзарский,3,68.0,3,4,50000.0, Чиланзар 10-й квартал
Шайхантахурский,2,60.0,2,9,55000.0, Караташ
Чиланзарский,1,37.0,3,4,26000.0, Чиланзар квартал 20А
Учтепинский,3,65.0,1,4,44000.0, Чиланзар 12-й квартал
Чиланзарский,2,60.0,7,9,44800.0, 1-й проезд Лутфи
Учтепинский,2,47.0,4,4,35500.0, Чиланзар 12-й квартал
Чиланзарский,1,45.0,6,8,41000.0, Чиланзар 10-й квартал
Мирзо-Улугбекский,5,130.0,3,5,77000.0, Карасу 1-й квартал
Чиланзарский,2,45.0,5,5,30500.0, Чиланзар квартал Ц
Учтепинский,4,100.0,1,9,88000.0, Чиланзар 25-й квартал
Учтепинский,3,80.0,4,5,72000.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Учтепинский,1,45.0,3,5,25000.0, Такачи
Шайхантахурский,4,98.0,1,9,97000.0, Бирлик
Шайхантахурский,4,128.0,4,5,140000.0, Богкуча
Учтепинский,3,70.0,4,4,45000.0, Чиланзар 30-й квартал
Учтепинский,3,78.0,2,4,48000.0, Чиланзар 30-й квартал
Чиланзарский,3,70.0,5,5,50000.0, Сугалли-ота
Учтепинский,2,42.0,3,5,32500.0, Чиланзар 23-й квартал
Учтепинский,2,42.0,3,5,28000.0, Чиланзар 23-й квартал
Чиланзарский,2,62.0,8,9,36000.0, Чиланзар 19-й квартал
Чиланзарский,2,58.0,3,9,42000.0, Чиланзар 16-й квартал
Учтепинский,2,60.0,1,9,50000.0, Изза
Чиланзарский,2,75.0,6,9,75000.0, Алмазар
Чиланзарский,1,42.0,3,4,28000.0, Аль-Хорезми-2
Шайхантахурский,1,39.0,1,4,27200.0, Самарканд Дарвоза
Чиланзарский,2,50.0,2,4,43000.0, Аль-Хорезми-2
Чиланзарский,3,73.0,9,9,57000.0, Чиланзар квартал Е
Учтепинский,2,52.0,1,5,28000.0, Чиланзар 25-й квартал
Юнусабадский,2,60.0,3,4,36000.0, Юнусабад-11
Учтепинский,4,84.0,5,5,48000.0, Чиланзар 25-й квартал
Мирабадский,4,100.0,9,9,70000.0, Миробод
Яккасарайский,2,64.0,1,5,42000.0, Кушбеги
Мирабадский,4,147.0,3,12,132000.0, Нукусская
Юнусабадский,4,95.0,4,4,60000.0, ц-5 Киёт (Ц-5)
Учтепинский,2,40.0,4,5,30000.0, Чиланзар 24-й квартал
Учтепинский,3,68.0,5,5,55000.0, Чиланзар 24-й квартал
Учтепинский,3,70.0,3,4,72000.0, Чиланзар 24-й квартал
Учтепинский,2,42.0,2,5,29800.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Учтепинский,2,42.0,4,5,28500.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Учтепинский,3,70.0,2,4,68000.0, Чиланзар 12-й квартал
Учтепинский,2,47.0,3,4,33000.0, Чиланзар 21-й квартал
Учтепинский,2,48.0,2,4,40500.0, Чиланзар 11-й квартал
Чиланзарский,2,45.0,1,4,38500.0, Чиланзар 8-й квартал
Чиланзарский,1,43.0,5,9,35000.0, Чиланзар 7-й квартал
Учтепинский,2,47.0,3,4,38000.0, Чиланзар 11-й квартал
Чиланзарский,3,65.0,1,4,45500.0, Чиланзар 16-й квартал
Мирзо-Улугбекский,3,75.0,7,9,39500.0, Карасу 3-й квартал
Чиланзарский,1,35.0,3,4,36500.0, Чиланзар 1-й квартал
Чиланзарский,2,47.0,4,4,29500.0, Чиланзар 16-й квартал
Мирзо-Улугбекский,3,75.0,5,9,41500.0, 2-й Паркентский проезд
Юнусабадский,4,98.0,3,5,80000.0, Юнусабад 14-й квартал
Чиланзарский,3,64.0,2,3,43500.0, Чиланзар 2-й квартал
Чиланзарский,3,70.0,4,4,45000.0, Чиланзар 9-й квартал
Мирзо-Улугбекский,2,45.0,1,5,38000.0, Мирзо Улугбека
Чиланзарский,3,98.0,9,9,45000.0, Аль-Хорезми-2
Олмазорский,2,28.52,1,4,30000.0, Каракамыш-2/3
Учтепинский,2,42.0,4,5,29200.0, Чиланзар 23-й квартал
Мирабадский,4,200.0,4,5,125000.0, жилой комплекс Эльбек
Олмазорский,2,75.0,4,9,41500.0, Зиёвуддина Бобохонова
Мирабадский,4,120.0,6,9,84000.0, Госпитальный
Яккасарайский,1,29.0,7,9,15682.0, Конституция
Яшнободский,1,21.0,4,9,11500.0, 40-
Мирзо-Улугбекский,3,75.0,2,4,43000.0," Феруза,Северо Восток"
Юнусабадский,5,254.0,1,8,285000.0, Киёт
Мирзо-Улугбекский,3,94.0,2,5,67000.0, Карасу 2-й квартал
Юнусабадский,2,51.0,9,9,37002.0, Юнусабад 18-й квартал
Мирзо-Улугбекский,4,90.0,4,4,61000.0, Элобод
Мирзо-Улугбекский,4,100.0,5,9,75000.0, Саёхат
Мирзо-Улугбекский,4,90.0,3,4,69999.0," Северо Восток,Феруза"
Мирабадский,3,100.0,3,4,127000.0, ЦУМ (Ц-7)
Яккасарайский,4,149.0,2,8,209000.0, Конституция
Яшнободский,2,50.0,1,4,42000.0, 1-й проезд Алимкент
Учтепинский,2,70.0,4,5,41500.0, Чиланзар 13-й квартал махалля Кухна-Чупонота
Юнусабадский,2,50.0,4,4,32000.0, Юнусабад 7-й квартал
Мирзо-Улугбекский,1,38.0,4,4,26500.0, Буюк Ипак йули (Луначарское)
Яккасарайский,2,60.0,4,4,45000.0, Ракат
Юнусабадский,2,60.0,3,5,47000.0, Юнусабад 18-й квартал
Мирабадский,3,76.0,3,4,71000.0, Истикбол
Мирабадский,3,75.0,6,9,60000.0, Афросиаб (пр-т Косманавтов)
Яккасарайский,6,145.0,1,9,142000.0, Бабура
Юнусабадский,2,56.0,4,4,41000.0, Юнусабад 9-й квартал
Шайхантахурский,1,42.0,2,4,36500.0, 1-й проезд Лабзак
Яккасарайский,1,39.0,4,5,24500.0, Кушбеги
Юнусабадский,2,50.0,3,4,45000.0, Юнусабад 13-й квартал
Шайхантахурский,5,120.0,3,4,75000.0, Ориентир 1 Горбольница
Юнусабадский,2,50.0,2,3,32000.0, Ифтихор
Мирабадский,3,63.0,2,4,66000.0, Фидокор (Чехова)
Шайхантахурский,3,80.0,6,9,48000.0, Караташ
Юнусабадский,2,42.0,4,9,25000.0, Юнусабад 19-й квартал
Шайхантахурский,3,95.0,6,9,78000.0, Уйгур
Шайхантахурский,2,48.0,8,9,69000.0, жилой комплекс Boulevard Международный деловой центр Tashkent City
Юнусабадский,2,83.0,2,9,63000.0, Юнусабад 2-й квартал
Учтепинский,3,100.0,3,4,71000.0, Чиланзар 12-й квартал
Чиланзарский,3,75.0,2,9,66000.0, Чиланзар квартал Е
Шайхантахурский,4,125.0,3,9,210000.0, Международный деловой центр Tashkent City
Чиланзарский,4,105.0,6,9,60000.0, Чиланзар
Чиланзарский,4,125.0,6,9,250000.0, Новза
Учтепинский,2,52.0,5,5,35000.0, Чиланзар 26-й квартал
Учтепинский,4,90.0,3,9,55000.0, Чиланзар 24-й квартал
Учтепинский,4,100.0,9,9,52000.0, Чиланзар 24-й квартал
Чиланзарский,5,100.0,2,4,68000.0, Аль-Хорезми-2
Сергелийский,2,41.0,4,7,32000.0, 1-й проезд 5-й улицы Куприк
Мирабадский,4,104.0,8,9,94000.0, Госпитальный
Мирзо-Улугбекский,5,103.0,4,4,48000.0, Феруза-1
Шайхантахурский,2,31.0,3,3,40000.0, Урда
Мирзо-Улугбекский,4,92.0,3,5,62000.0, Карасу 2-й квартал
Учтепинский,2,52.0,1,5,53000.0, Чиланзар 11-й квартал
Шайхантахурский,3,78.0,3,4,61000.0, Хадра
Яккасарайский,4,135.0,7,7,85000.0, Афросиаб (пр-т Косманавтов)
Мирзо-Улугбекский,2,53.0,1,4,70000.0, ц-1 Буюк ипак йули (Ц-1)
Мирабадский,3,75.0,2,4,85000.0, Саида Барака
Яккасарайский,1,38.0,1,5,27000.0, Башлык
Мирабадский,3,83.0,2,4,80000.0, Тараса Шевченко
Мирабадский,4,100.0,5,9,110000.0, Афросиаб (пр-т Косманавтов)
Чиланзарский,3,67.0,4,4,34500.0, Чиланзар-17
Чиланзарский,3,68.0,2,4,46500.0, 1-й проезд А. Тукая
Учтепинский,3,70.0,3,4,40500.0,
Учтепинский,2,56.0,2,5,36500.0, Чиланзар-26
Чиланзарский,2,50.0,4,4,33000.0, Чиланзар-6
Чиланзарский,2,50.0,1,5,35000.0, Чиланзар-19
Чиланзарский,2,54.0,2,4,36500.0, Чиланзар
Чиланзарский,2,60.0,3,4,39000.0, Чиланзар. Евро-люкс
Чиланзарский,2,50.0,4,5,36500.0, Чиланзар-6
Чиланзарский,1,36.0,3,4,25000.0, Чиланзар-10
Чиланзарский,1,45.0,3,5,28500.0, Чиланзар
Чиланзарский,1,42.0,2,5,27500.0, Чиланзар
Чиланзарский,1,36.0,4,4,24500.0, Чиланзар-16
Мирабадский,4,120.0,13,16,66000.0, Буюк Турон
Яккасарайский,2,118.0,7,8,90000.0, Дамарик
Мирзо-Улугбекский,4,96.0,7,9,48000.0, Хумоюн
Мирабадский,4,175.0,3,12,145000.0, Мирабад
Мирзо-Улугбекский,2,73.0,7,8,42000.0, жилой комплекс Goldhill
Мирзо-Улугбекский,1,35.0,1,4,28000.0, Буз-2 (Буз)
Юнусабадский,4,92.0,4,4,89000.0, ц-5 Киёт (Ц-5)
Яккасарайский,3,80.0,4,5,56000.0, Кушбеги
Мирзо-Улугбекский,2,77.0,6,18,59000.0, площадь Хамида Алимджана
Яшнободский,2,60.0,4,4,41500.0, Городок Авиастроителей 3-й квартал
Юнусабадский,3,56.0,4,4,31080.0, Шахристанская
Яккасарайский,5,109.0,3,5,80000.0, Кушбеги
Мирзо-Улугбекский,4,110.0,5,9,70000.0, проезд Каландар
Яккасарайский,1,38.0,2,5,26700.0, Кушбеги
Яккасарайский,5,116.0,3,9,90000.0, Башлык
Чиланзарский,3,90.0,5,9,57000.0, Фурката
Шайхантахурский,5,112.0,9,9,48000.0, Джарарык
Яккасарайский,2,80.0,5,7,80000.0, Шарафа Рашидова
Чиланзарский,2,48.0,2,4,37000.0, Чиланзар17
Чиланзарский,2,45.0,4,4,35200.0, Чиланзар  3 квартал
Чиланзарский,1,46.0,3,12,33500.0, Чиланзар  5 квартал
Олмазорский,4,83.18,5,5,55000.0, Юкори Себзор
Юнусабадский,2,56.0,4,4,30000.0, 3-й проезд Шахристон
Олмазорский,2,56.8,3,4,32000.0, Каракамыш квартал 2/1
Шайхантахурский,2,60.0,3,9,46000.0, 1- проезд Султан Жура
Чиланзарский,3,64.0,2,3,43500.0, Чиланзар 2-й квартал
Чиланзарский,3,73.0,9,9,57000.0, Чиланзар квартал Е
Учтепинский,4,100.0,1,9,88000.0, Чиланзар 25-й квартал
Учтепинский,2,52.0,1,5,28000.0, Чиланзар 25-й квартал
Учтепинский,2,40.0,4,5,30000.0, Чиланзар 24-й квартал
Учтепинский,2,47.0,3,4,33000.0, Чиланзар 21-й квартал
Чиланзарский,2,47.0,4,4,29500.0, Чиланзар 16-й квартал
Чиланзарский,2,45.0,1,4,38500.0, Чиланзар 8-й квартал
Яшнободский,4,136.0,1,9,85000.0, Городок Авиастроителей 2-й квартал
Шайхантахурский,4,128.0,4,5,140000.0, Караташ
Шайхантахурский,4,98.0,1,9,97000.0, Бешагач
Учтепинский,3,78.0,2,4,48000.0, Чиланзар 30-й квартал
Чиланзарский,4,90.0,1,5,68000.0, Алгоритм
Чиланзарский,3,70.0,5,5,50000.0, Алгоритм
Чиланзарский,1,42.0,3,4,28000.0, Аль-Хорезми-1
Чиланзарский,2,40.0,4,4,42000.0, Чиланзар 3-й квартал
Чиланзарский,3,72.0,8,9,47500.0, Чиланзар 7-й квартал
Чиланзарский,3,78.0,1,5,68000.0, Чиланзар 5-й квартал
Чиланзарский,3,72.0,4,9,51500.0, Гулистон
Учтепинский,4,111.0,7,9,67000.0, Чиланзар 24-й квартал
Учтепинский,4,84.0,3,5,55000.0, Чиланзар 23-й квартал
Учтепинский,1,42.0,1,4,25500.0, Чиланзар 23-й квартал
Чиланзарский,2,47.0,1,4,41500.0, Чиланзар 19-й квартал
Чиланзарский,3,65.0,4,4,42000.0, Чиланзар 16-й квартал
Учтепинский,2,47.0,4,4,35500.0, Чиланзар 12-й квартал
Чиланзарский,3,68.0,3,4,50000.0, Чиланзар 10-й квартал
Чиланзарский,1,45.0,6,8,41000.0, Чиланзар 10-й квартал
Чиланзарский,3,68.0,4,4,45000.0, Чиланзар 2-й квартал
Чиланзарский,2,49.0,1,3,58500.0, Чиланзар 2-й квартал
Учтепинский,3,72.0,9,9,36500.0, Чиланзар 15-й квартал
Учтепинский,3,80.0,4,5,72000.0, Чиланзар 13-й квартал махалля Кухна-Чупонота
Чиланзарский,5,110.0,3,5,78000.0, Гулистан
Чиланзарский,3,72.0,2,4,55200.0, Гулистан
Учтепинский,2,50.0,2,4,43000.0, Кизил Шарк
Чиланзарский,2,58.0,6,9,41000.0, Алмазар
Чиланзарский,3,105.0,7,8,130000.0, проспект Бунёдкор
Учтепинский,3,72.0,8,9,48000.0, Чиланзар 31-й квартал
Юнусабадский,2,56.0,4,5,34500.0, Юнусабад 19-й квартал
Шайхантахурский,4,100.0,7,7,70000.0, Фурката
Чиланзарский,3,78.0,5,9,50000.0, Чиланзар
Чиланзарский,3,68.0,4,4,34500.0, Чиланзар-18
Чиланзарский,3,70.0,2,5,46000.0, Чиланзар-8
Чиланзарский,1,43.0,1,5,26500.0, Чиланзар
Чиланзарский,1,36.0,2,4,24700.0, Чиланзар-16
Чиланзарский,2,50.0,1,5,35000.0, Чиланзар-17
Чиланзарский,2,50.0,4,4,34500.0, Чиланзар-18
Чиланзарский,2,50.0,2,5,36000.0, Чиланзар-16
Чиланзарский,2,60.0,3,9,37500.0, Чиланзар-17
Чиланзарский,2,60.0,3,5,39500.0, Чиланзар
Чиланзарский,2,50.0,4,4,33500.0, Чиланзар-Ц
Чиланзарский,2,56.0,1,4,32000.0, Чиланзар
Яккасарайский,1,42.0,3,4,41498.0, Тепа
Мирзо-Улугбекский,2,55.0,2,5,35000.0, Феруза-2
Чиланзарский,1,30.0,1,4,26500.0, Чиланзар 2-й квартал
Сергелийский,3,78.0,1,9,55000.0, Сергели-VI
Чиланзарский,1,37.0,1,4,28000.0, Чиланзар квартал 20Д
Яшнободский,3,70.0,7,9,51000.0, Мавлоно Риёзи
Мирабадский,1,35.0,3,5,37000.0, Фергана Йули
Олмазорский,2,60.0,3,4,39000.0, Каракамыш квартал 1/3
Чиланзарский,1,35.0,2,4,28000.0, Чиланзар 1-й квартал
Яшнободский,2,45.0,5,9,31000.0, Паркент
Олмазорский,4,95.0,6,9,72000.0, Себзар
Яккасарайский,4,40.0,5,5,31000.0, Башлык
Сергелийский,3,80.0,5,5,40000.0, 1-й проезд Дустлик-1
Чиланзарский,3,96.0,2,4,68000.0, Оқшом тўйхона
Чиланзарский,1,30.0,1,4,32000.0, Катта козиробод
Чиланзарский,1,37.0,1,4,28000.0, Чиланзар квартал 20Д
Яшнободский,3,70.0,7,9,51000.0, Мавлоно Риёзи
Мирабадский,1,35.0,3,5,37000.0, Фергана Йули
Олмазорский,2,60.0,3,4,39000.0, Каракамыш квартал 1/3
Чиланзарский,1,35.0,2,4,28000.0, Чиланзар 1-й квартал
Яшнободский,2,45.0,5,9,31000.0, Паркент
Олмазорский,4,95.0,6,9,72000.0, Себзар
Яккасарайский,4,40.0,5,5,31000.0, Башлык
Сергелийский,3,80.0,5,5,40000.0, 1-й проезд Дустлик-1
Чиланзарский,3,96.0,2,4,68000.0, Оқшом тўйхона
Чиланзарский,1,30.0,1,4,32000.0, Катта козиробод
Мирабадский,4,90.0,2,4,105000.0, Чимкент
Мирзо-Улугбекский,3,95.0,5,5,50000.0, Хумаюн
Яккасарайский,3,88.0,5,5,45500.0, Нукус
Яккасарайский,3,80.0,4,5,56000.0, Кушбеги
Шайхантахурский,1,43.0,2,4,37500.0, 1-й проезд Лабзак
Шайхантахурский,2,58.0,2,4,47700.0, 1-й проезд Лабзак
Мирзо-Улугбекский,3,73.0,6,8,68000.0, Паркент
Мирзо-Улугбекский,3,56.0,5,5,47000.0, Мухаммада Юсуфа (Дагестанская)
Мирзо-Улугбекский,4,80.0,4,4,27500.0, Городок Тракторостроителей 4-й квартал
Мирабадский,4,185.0,4,8,168000.0, Нукус
Шайхантахурский,3,70.0,6,7,60000.0, Урда
Яккасарайский,1,39.0,2,5,26700.0, Кушбеги
Яшнободский,3,100.0,2,8,80000.0, Паркент
Янгихаётский,3,70.0,3,9,61900.0, Сергели-Vа
Яккасарайский,3,80.0,4,5,56000.0, Кушбеги
Шайхантахурский,4,140.0,4,7,126000.0, Алишера Навои
Юнусабадский,1,43.0,2,5,62000.0, Юнусабад 11-й квартал
Учтепинский,1,33.0,1,4,23000.0, Учтепа налоговый
Юнусабадский,4,106.0,6,9,74000.0, Юнусабад 1-й квартал
Мирзо-Улугбекский,3,84.0,7,8,85000.0, Паркент
Яккасарайский,2,57.0,3,4,54000.0, 1-й проезд Шота Руставели
Яккасарайский,2,62.0,6,9,55000.0, 1-й проезд Шота Руставели
Шайхантахурский,3,70.0,4,4,62000.0, проспект Бунёдкор
Учтепинский,3,65.0,4,4,34200.0, Чиланзар 22-й квартал
Олмазорский,3,120.0,2,5,95000.0, Бируни-1
Яккасарайский,4,120.0,1,4,135000.0, Нукус
Шайхантахурский,2,58.0,2,4,48000.0, Хадра
Юнусабадский,4,82.0,4,4,59000.0, Минор
Яшнободский,2,43.0,1,4,29500.0, Городок Авиастроителей 3-й квартал
Мирзо-Улугбекский,2,75.0,6,9,65000.0, Буюк Ипак йули (Луначарское)
Яшнободский,2,59.0,6,8,36000.0, Паркент
Мирзо-Улугбекский,1,35.0,3,4,28000.0, Г. Ташкент МирзоУлугбекский р
Мирабадский,3,77.6,4,5,65000.0, Тараса Шевченко
Мирабадский,4,184.0,2,7,305000.0, Ул Чехова
Яккасарайский,4,90.0,3,4,90000.0, 1-й проезд Ракат
Мирзо-Улугбекский,4,190.0,3,8,365000.0, Элобод
Яккасарайский,5,109.0,3,5,80000.0, Кушбеги
Чиланзарский,4,80.0,3,5,45000.0, Мевазор
Мирзо-Улугбекский,3,80.0,6,7,75000.0, Паркент
Юнусабадский,2,50.0,3,4,38500.0, Юнусабад 15-й квартал
Юнусабадский,4,100.0,6,9,82000.0, Юнусабад 1-й квартал
Учтепинский,3,68.0,5,5,36200.0, Чиланзар 26-й квартал
Чиланзарский,3,78.0,5,9,50000.0, Чиланзар
Чиланзарский,4,105.0,6,9,60000.0, Катта козиробод
Олмазорский,2,59.31,1,7,40000.0, Нурафшон 43
Юнусабадский,2,50.0,1,4,43000.0, Шахристанская
Мирзо-Улугбекский,3,100.0,13,25,125000.0, Аккурган
Мирзо-Улугбекский,4,110.0,4,9,60000.0, Карасу 6-й квартал
Мирзо-Улугбекский,2,50.0,3,4,42500.0, Карасу 1-й квартал
Яшнободский,3,90.0,4,7,90000.0, Алтынтепа
Мирабадский,4,151.0,2,8,385000.0, Фаровон
Яшнободский,1,39.0,2,4,24000.0, 1-й переулок Бойкургон
Яшнободский,2,57.0,1,6,28500.0, Чилонота
Мирзо-Улугбекский,5,140.0,3,8,98000.0, 1-й Паркентский проезд
Шайхантахурский,2,56.14,3,4,40000.0, Самарканд-Дарвоза
Мирзо-Улугбекский,3,83.0,2,8,77000.0, Паркент
Яшнободский,3,86.0,4,9,90000.0, Паркент
Мирзо-Улугбекский,3,84.0,7,8,80000.0, Алтынтепа
Яшнободский,1,27.0,1,3,22500.0, Паркент
Яшнободский,2,63.0,8,9,42000.0, Паркент
Мирзо-Улугбекский,3,75.0,6,9,80000.0, Садык Азимова
Мирзо-Улугбекский,2,45.0,4,4,36000.0, Дархон
Мирзо-Улугбекский,1,40.0,4,4,35000.0, Карасу 1-й квартал
Яккасарайский,3,73.0,2,10,82000.0, Тезиковая дача
Мирабадский,3,75.0,6,9,110000.0, Цум
Мирзо-Улугбекский,4,190.0,3,8,365000.0, Элобод
Мирзо-Улугбекский,3,80.0,3,4,120000.0, Ц-1 (ул. Гоголя)
Юнусабадский,1,50.0,7,9,39000.0, Ц-5
Мирзо-Улугбекский,3,95.0,5,18,67000.0, Хамид Алимжан
Мирабадский,3,100.0,5,9,110000.0, Тараса Шевченко
Юнусабадский,3,75.0,3,4,73000.0, Ц-6
Мирабадский,2,65.0,3,9,78000.0, Ул.Кунаев
Юнусабадский,2,55.0,1,9,43000.0, Юнусабад 11-й квартал
Яккасарайский,3,72.0,3,4,45000.0, Кушбеги
Яшнободский,2,58.8,5,5,28000.0, Тузель 3-й квартал
Мирабадский,2,63.0,2,6,89000.0, Нукуская
Шайхантахурский,2,65.0,3,4,56500.0, Лабзак
Яккасарайский,3,93.0,4,4,65000.0, Конституция
Мирабадский,4,120.0,1,4,135000.0, Нукус
Шайхантахурский,6,268.0,1,3,260000.0, Ипакчи
Яккасарайский,1,38.0,2,5,26700.0, Кушбеги
Чиланзарский,2,42.0,1,4,42900.0, Чиланзар 6 квартал
Мирабадский,5,225.0,5,8,350000.0, Т Шевченко
Юнусабадский,2,62.0,1,4,40000.0, Юнусабад 18-й квартал
Учтепинский,2,49.0,4,4,30000.0, Ул. Ширин
Сергелийский,2,56.2,4,5,29500.0, Сергели-IV
Чиланзарский,2,46.0,4,5,26500.0, Чиланзар квартал Ц
Мирзо-Улугбекский,4,157.0,5,9,201493.0, Асака
Чиланзарский,2,55.0,4,5,54000.0, Мукими
Яшнободский,1,34.0,4,5,18000.0, Илтифот
Шайхантахурский,7,230.0,2,5,1000.0, Караташ
Шайхантахурский,2,62.0,4,8,62000.0, Жангох
Шайхантахурский,3,70.0,4,4,45000.0, Джарарык
Яккасарайский,1,26.0,1,4,30000.0, Ул.Саламатина
Мирзо-Улугбекский,3,115.0,2,9,115000.0, 7-й проезд Бозбозор
Мирабадский,3,75.0,3,4,71000.0, Нукус
Мирзо-Улугбекский,3,78.0,2,5,60000.0, Карасу 3-й квартал
Юнусабадский,2,81.0,9,9,55000.0, Юнусабад 1-й квартал
Мирзо-Улугбекский,4,92.0,2,5,60000.0, Ахмада Югнаки
Мирзо-Улугбекский,3,75.0,7,9,39500.0, Карасу 3-й квартал
Яккасарайский,2,53.0,3,4,51000.0, Шота Руставели
Олмазорский,5,97.0,3,4,60000.0, Каракамыш квартал 2/4
Сергелийский,3,80.0,8,9,41000.0, Куйлюк 6-й квартал
Чиланзарский,2,48.0,1,4,34500.0, Паспортный
Мирабадский,3,65.0,2,2,32500.0, Янгизамон
Чиланзарский,2,58.0,1,9,39500.0, Чиланзар 7-й квартал
Чиланзарский,3,68.0,5,5,34500.0, Чиланзар-10
Чиланзарский,3,65.0,1,4,54000.0, Чиланзар-Ц
Чиланзарский,3,70.0,2,4,46000.0, Чиланзар-6
Чиланзарский,1,26.0,1,4,28000.0, Катта козиробод
Чиланзарский,2,65.0,1,9,41000.0, Чиланзар-18
Учтепинский,2,56.0,3,5,33000.0, Чиланзар-13
Чиланзарский,2,56.0,2,4,39500.0, Чиланзар-5
Чиланзарский,2,50.0,3,5,35500.0, Чиланзар-16
Чиланзарский,2,68.0,4,5,38000.0, Дилобод
Чиланзарский,1,30.0,2,5,26000.0, проспект Бунёдкор
Чиланзарский,1,36.0,2,4,29500.0, Чиланзар-Ц
Чиланзарский,1,42.0,4,4,25500.0, Чиланзар
Чиланзарский,1,46.0,2,4,29500.0, Чиланзар
Учтепинский,3,70.0,6,16,42000.0, Чиланзар 15-й квартал
Чиланзарский,4,75.8,3,5,58000.0, Катта козиробод
Чиланзарский,1,34.0,1,4,27000.0, 17квартал
Чиланзарский,1,30.0,2,4,25200.0, Чиланзар-2
Яккасарайский,1,38.0,2,5,26700.0, Кушбеги
Чиланзарский,2,50.0,1,4,38000.0, Чиланзар 16-й квартал
Чиланзарский,1,32.0,2,4,26000.0, 1-й проезд Богобод
Яшнободский,2,62.0,2,7,55000.0, Махтумкули
Чиланзарский,3,70.0,3,4,48000.0, Мукимий
Яккасарайский,3,260.0,1,6,235000.0, Конституция
Чиланзарский,3,72.0,1,4,47500.0, Чиланзар 17-й квартал
Учтепинский,2,55.0,2,4,35000.0, Чиланзар 23-й квартал
Чиланзарский,1,30.0,2,4,26000.0, Парус
Чиланзарский,2,60.0,4,4,33500.0, Аль-Хорезми-2
Чиланзарский,1,32.0,3,4,25000.0, Ровд
Мирзо-Улугбекский,1,30.0,3,4,22000.0, Дом быта
Мирзо-Улугбекский,1,30.0,1,4,22500.0, Максим горький
Мирзо-Улугбекский,2,45.0,1,4,35000.0, Феруза
