district,rooms,size,level,max_levels,price,street
Мирзо-Улугбекский,2,50.0,5,5,35000.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,2,55.0,4,4,35000.0, Буюк Ипак йули (Луначарское)
Мирабадский,3,313.0,5,5,65000.0, Сайхун
Яккасарайский,6,213.0,8,9,165000.0, жилой комплекс Кушбеги
Шайхантахурский,6,260.0,1,4,259000.0, Ипакчи
Юнусабадский,2,50.0,4,4,33500.0, Юнусабад 11-й квартал
Мирзо-Улугбекский,1,42.0,1,4,26499.0, Олой
Мирзо-Улугбекский,3,70.0,2,3,46500.0, Карасу
Мирабадский,3,65.0,1,2,48000.0, Янгизамон
Яшнободский,3,70.0,4,4,35000.0, Авиасозлар-1 Лисунова-1
Сергелийский,4,100.0,9,9,45000.0, Сергели-VIII
Мирзо-Улугбекский,2,64.7,4,4,36200.0, Феруза-2 Военный городок
Чиланзарский,4,87.71,2,9,70000.0, проспект Бунёдкор (дублёр)
Мирабадский,4,98.0,3,4,53000.0, Рисовая Транспортный институт
Яккасарайский,4,120.0,1,4,132000.0, Глинки
Олмазорский,3,59.0,6,9,33000.0, Каракамыш-2/3
Олмазорский,2,64.5,4,6,37410.0, 1-й проезд Чикишма
Чиланзарский,3,87.0,4,4,55000.0, Чиланзар-1
Чиланзарский,2,42.0,2,4,38500.0, Чиланзар 8-й квартал
Юнусабадский,1,38.0,1,4,26000.0, Юнусабад 6-й квартал
Олмазорский,4,200.0,3,4,250000.0, ул Беруни
Чиланзарский,3,87.0,2,4,70000.0, Чиланзар 1 квартал
Учтепинский,2,42.0,1,4,33500.0, Чиланзар 31-й квартал
Мирабадский,3,120.3,10,12,100000.0, Нукус
Мирабадский,2,55.0,1,3,65000.0, Миробод
Мирзо-Улугбекский,2,62.0,1,4,66000.0, Улица Лафарга
Юнусабадский,4,90.0,5,5,44000.0, Юнусабад 14-й квартал
Яшнободский,2,60.0,6,9,77000.0, Садыка Азимова (Жуковского)
Мирзо-Улугбекский,3,70.0,2,5,54000.0, Ялангач
Мирабадский,4,187.0,4,5,145000.0, Моштабиб
Яшнободский,3,61.0,3,4,38000.0," Асалобод 1, 11"
Чиланзарский,2,51.0,1,4,36000.0, Чиланзар квартал 20Д
Мирзо-Улугбекский,4,93.0,2,4,75000.0, мв.Ялангач
Мирабадский,3,65.0,3,4,58500.0, Тараса Шевченко
Яшнободский,4,50.0,1,4,35000.0, Асалобод (Слонима)
Юнусабадский,3,60.0,3,4,75000.0, Юнусабад 9-й квартал
Учтепинский,2,48.0,4,5,28500.0, Чиланзар 15-й квартал
Учтепинский,2,50.0,4,4,30000.0, Чиланзар 24-й квартал
Чиланзарский,3,88.0,4,4,59990.0, Чиланзар 1-й квартал
Учтепинский,3,68.0,3,4,52500.0, Чиланзар 21-й квартал
Чиланзарский,3,72.0,2,9,62000.0, Ислама Каримова
Чиланзарский,3,64.0,1,2,45000.0, Домбрабад
Учтепинский,2,58.0,2,9,42200.0, Чиланзар 24-й квартал
Чиланзарский,3,68.0,1,4,45200.0, Чиланзар 9-й квартал
Юнусабадский,3,130.0,3,8,200000.0, проезд Олой Бозори
Мирабадский,3,72.0,2,9,82000.0, Космонавтов
Яккасарайский,2,53.0,5,8,43000.0, ул.Бабура
Мирзо-Улугбекский,3,75.0,5,5,38000.0, Карасу 6-й квартал
Мирабадский,3,75.0,4,5,72000.0, Космонавтов
Яккасарайский,2,79.0,13,17,101564.0, Бабура
Яккасарайский,7,216.0,7,8,250000.0, Ракат
Мирабадский,2,60.0,2,9,60000.0, Мирабадский район
Мирабадский,4,121.0,6,10,109989.0, 1-й проезд Катта Миробод
Мирзо-Улугбекский,3,54.0,1,1,35500.0, Буюк Ипак йули (Луначарское)
Мирзо-Улугбекский,2,49.3,4,4,39900.0, Дархон
Мирзо-Улугбекский,3,64.0,3,4,39000.0, Ялангач
Юнусабадский,3,72.0,4,4,96000.0, Кашгар
Чиланзарский,2,42.0,1,4,35000.0, Чиланзар 2-й квартал
Яшнободский,3,65.0,4,4,55000.0, Ташсельмаш
Мирзо-Улугбекский,3,64.0,3,5,52000.0, Буз-1 (Буз базар)
Чиланзарский,2,48.0,2,4,34500.0, Чиланзар 16-й квартал
Юнусабадский,2,50.0,2,4,31000.0, Юнусабад 7-й квартал
Яшнободский,2,65.0,2,4,68000.0, Садыка Азимова (Жуковского)
Мирзо-Улугбекский,3,115.0,4,4,87000.0, Алтынтепа
Чиланзарский,2,75.0,1,8,60000.0, Чиланзар квартал Ц
Олмазорский,4,80.0,1,4,53000.0, Каракамыш квартал 2/4
Мирзо-Улугбекский,2,52.0,3,4,35500.0, Городок Тракторостроителей 1-й квартал
Шайхантахурский,4,100.0,2,9,72000.0, Коратош
Олмазорский,2,74.0,4,9,41000.0, Файзибаланд
Шайхантахурский,5,150.0,2,2,138000.0, Ипакчи
Мирзо-Улугбекский,2,50.0,1,4,30000.0, Ялангач
Мирзо-Улугбекский,3,94.0,16,23,118000.0, Кары-Ниязи
Мирзо-Улугбекский,3,83.0,6,16,83000.0, Карасу 6-й квартал
Мирабадский,3,75.0,3,9,70000.0, проспект Амира Темура
Мирабадский,3,75.0,2,9,74000.0, Айбека (пр-т Косманавтов)
Мирабадский,2,65.0,8,9,52000.0, проспект Амира Темура
Шайхантахурский,3,75.0,5,9,52000.0, проспект Бунёдкор
Мирабадский,3,110.0,2,8,169000.0, Тараса Шевченко
Мирзо-Улугбекский,2,52.0,4,5,36500.0, Мирзо Улугбека
Олмазорский,3,83.0,4,9,55000.0, Малая кольцевая дорога
Учтепинский,1,34.0,2,4,28500.0, Чиланзар 21-й квартал
Мирабадский,4,85.0,3,4,55000.0, Куйлюк 3-й квартал
Юнусабадский,3,78.0,4,4,55000.0, Киёт
Учтепинский,2,52.0,4,5,33500.0, Чиланзар 23-й квартал
Мирзо-Улугбекский,2,60.0,6,9,34000.0, Городок Тракторостроителей 2-й квартал
Мирзо-Улугбекский,1,35.0,4,4,27000.0, Военный госпиталь
Чиланзарский,1,30.0,2,4,27000.0, Чиланзар 6-й квартал
Мирабадский,3,110.0,7,9,130000.0, ОЙБЕК( Шох.Мед. Центр)
Яккасарайский,1,35.0,16,16,17700.0, Абдуллы Каххара
Учтепинский,2,42.0,4,5,28500.0, Чиланзар 15-й квартал
Олмазорский,3,107.0,2,7,105000.0, Сагбан
Яккасарайский,4,100.0,9,9,50000.0, Башлык
Мирабадский,3,87.0,3,9,84000.0, Айбек
Олмазорский,3,107.0,3,7,102000.0, Пахта
Шайхантахурский,3,85.0,4,7,170000.0, Международный деловой центр Tashkent City
Мирзо-Улугбекский,2,40.0,2,5,33500.0, Буз-1 (Буз базар)
Юнусабадский,4,78.0,1,4,52000.0, Юнусабад 11-й квартал
Мирзо-Улугбекский,2,55.0,5,5,35000.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,2,50.0,4,4,33000.0, Олой
Мирзо-Улугбекский,2,50.0,5,5,35000.0, Буз-1 (Буз базар)
Юнусабадский,3,70.0,3,4,47000.0, Юнусабад 18-й квартал
Мирзо-Улугбекский,2,58.0,4,4,34996.0, Буз-1 (Буз базар)
Яккасарайский,1,43.0,5,16,37000.0, Нукус
Яккасарайский,3,62.0,7,9,45000.0, пр-т Бабура
Яккасарайский,3,63.0,7,9,45000.0, пр-т Бабура
Юнусабадский,2,60.0,3,5,39000.0, Юнусабад 9-й квартал
Юнусабадский,2,58.0,2,4,41500.0, Эски Юнусабад
Юнусабадский,2,58.0,5,9,42000.0, Юнусабад 13-й квартал
Юнусабадский,2,58.0,5,9,42000.0, Юнусабад 16-й квартал
Мирзо-Улугбекский,1,42.0,1,4,26500.0, Феруза-2
Юнусабадский,2,65.0,5,9,42000.0, Юнусабад 4-й квартал
Юнусабадский,2,55.0,1,9,42000.0, Юнусабад 11-й квартал
Юнусабадский,4,110.0,4,9,96000.0, 6-й проезд Халкобод
Мирабадский,3,62.0,4,4,33000.0, Сарыкульская
Учтепинский,1,45.0,5,9,25600.0, Такачи
Яккасарайский,2,47.3,7,9,52000.0, Кушбеги
Юнусабадский,2,63.0,1,4,40000.0, Юнусабад 18-й квартал
Яшнободский,2,64.0,4,9,52000.0, Паркентский
Шайхантахурский,1,50.0,9,9,23000.0, 1-й проезд Бельтепа
Чиланзарский,2,60.0,2,4,38000.0, Чиланзар
Чиланзарский,2,60.0,1,4,47500.0, Чиланзар-6
Мирзо-Улугбекский,4,139.0,5,9,295000.0, Оккургон
Мирзо-Улугбекский,2,60.0,1,9,49000.0, проспект Мустакиллик
Мирабадский,3,100.0,4,4,87000.0, Тараса Шевченко
Яккасарайский,4,120.0,1,4,132000.0, Нукус
Мирзо-Улугбекский,2,65.0,3,4,56500.0, Хамид Олимжон
Юнусабадский,3,70.0,3,4,63000.0, Ц-6
Мирзо-Улугбекский,2,55.0,4,4,52500.0, Буюк Ипак Йули
Шайхантахурский,3,73.0,1,9,75000.0, Джангох
Мирзо-Улугбекский,5,157.0,1,4,150000.0, Буюк Ипак йули (Луначарское)
Мирабадский,2,60.0,2,6,77000.0, Нукус
Мирзо-Улугбекский,3,94.0,16,22,118000.0, Лашкарбеги
Мирзо-Улугбекский,1,36.0,4,4,21000.0, ТТЗ-1
Мирзо-Улугбекский,2,62.0,9,9,28000.0, ТТЗ-2
Юнусабадский,3,75.0,3,4,43000.0, ТашГРЭС
Олмазорский,4,86.0,4,5,40000.0, Бешкурган 4-й квартал
Сергелийский,1,32.0,1,1,16500.0, Сергели-IV
Олмазорский,3,70.0,2,5,36000.0, Каракамыш квартал 1/2
Юнусабадский,1,43.0,1,4,45000.0, Кашгар
Юнусабадский,1,43.0,3,4,39000.0, Киёт
Яшнободский,2,47.2,3,4,30000.0, 2-й проезд Мухтара Ашрафи
Юнусабадский,5,140.0,8,9,85000.0, Киёт
Янгихаётский,2,63.0,2,7,26500.0, Спутник-8
Шайхантахурский,3,85.0,4,12,53000.0, Самарканд Дарвоза
Чиланзарский,3,98.0,8,9,60000.0, Чиланзар 19-й квартал
Мирабадский,1,35.0,4,4,48000.0, Садыка Азимова (Жуковского)
Юнусабадский,3,80.0,1,5,50000.0, Юнусабад 9-й квартал
Шайхантахурский,7,230.0,2,5,230000.0, Караташ
Мирабадский,2,65.0,2,9,60000.0, Афросиаб
Чиланзарский,2,70.0,2,7,56000.0, Чиланзар 10-й квартал
Чиланзарский,3,77.0,1,4,48000.0, Шарк
Чиланзарский,2,50.0,3,5,34500.0, Чиланзар-10
Чиланзарский,2,48.0,3,4,31000.0,
Чиланзарский,2,50.0,3,5,35500.0,
Чиланзарский,2,60.0,4,5,37500.0, Чиланзар-6
Чиланзарский,2,54.0,3,5,36500.0,
Чиланзарский,1,42.0,4,9,28500.0, Чиланзар
Чиланзарский,1,36.0,3,5,27500.0, Чиланзар-10
Олмазорский,3,58.0,2,9,37751.0, Каракамыш квартал 2/1
Мирзо-Улугбекский,3,117.0,2,5,132000.0, ДАРХАН (спец.план)
Мирабадский,6,170.0,8,9,130000.0, Госпитальный
Мирзо-Улугбекский,3,103.0,1,4,170000.0, Ц1(под офис)
Чиланзарский,2,45.0,1,4,39500.0, Чиланзар 3 квартал
Мирабадский,2,60.0,2,6,77000.0, Пирмухамедова
Мирабадский,4,120.0,1,4,132000.0, Нукус
Шайхантахурский,2,65.0,2,4,56500.0, Лабзак
Яккасарайский,2,55.0,4,4,37000.0, Хазинабог
Мирабадский,3,85.0,5,9,74000.0, Госпитальный
Мирабадский,4,115.0,5,5,115000.0, Мирабад
Яккасарайский,2,51.0,2,4,48000.0, Шота Руставели
Юнусабадский,3,73.0,3,5,60000.0, Юнусабад 9-й квартал
Учтепинский,2,56.0,3,5,32000.0, Чиланзаре 25
Яккасарайский,1,43.0,5,16,37000.0, Нукус
Чиланзарский,2,46.0,3,4,25000.0, Домбрабад
Учтепинский,1,26.4,1,4,18500.0, Фозилтепа
Шайхантахурский,2,65.0,3,4,56500.0, Лабзак
Учтепинский,1,40.0,1,5,25200.0, Чиланзар 23-й квартал
Шайхантахурский,3,70.0,2,4,55000.0, Лабзак
Мирзо-Улугбекский,4,92.0,4,5,54600.0, Карасу 3-й квартал
Шайхантахурский,3,75.0,1,9,78000.0, Рабочий городок
Мирзо-Улугбекский,3,73.0,7,8,47500.0, Паркент
Чиланзарский,3,67.0,2,4,52500.0, Чиланзар 9-й квартал
Мирабадский,2,60.0,2,6,77000.0, Тараса Шевченко
Сергелийский,3,71.0,3,7,52000.0, Чоштепа
Мирзо-Улугбекский,3,75.0,5,5,39000.0, Карасу 6-й квартал
Шайхантахурский,3,75.0,2,4,67000.0, Бешагач
Шайхантахурский,2,65.0,3,4,56000.0, Лабзак
Юнусабадский,1,50.0,7,9,36998.0, Киёт
Олмазорский,1,43.0,4,4,27000.0, Каракамыш квартал 2/1
Юнусабадский,2,60.0,2,9,52000.0, ц-6 Минор (Ц-6)
Мирабадский,2,68.0,8,8,90000.0, Тараса Шевченко
